buoy_id,time,latitude,longitude,station_id,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02,PeakPeriod,qcflag
,UTC,degrees_north,degrees_east,,degrees_true,degrees_true,m,s,s,s,s,
6,2017-07-26T00:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,208.527473,16.373626,0.81,3.44,3.04,2.86,3.33,0
6,2017-07-26T01:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,213.802198,18.197802,0.94,3.54,3.17,3.0,3.57,0
6,2017-07-26T01:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,210.461538,21.164835,0.98,3.63,3.23,3.04,3.64,0
6,2017-07-26T02:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,212.747253,22.263736,1.01,3.74,3.34,3.14,3.7,0
6,2017-07-26T02:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,209.582418,20.373626,1.08,3.81,3.38,3.18,3.85,0
6,2017-07-26T03:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,213.978022,17.186813,1.13,3.94,3.52,3.3,4.17,0
6,2017-07-26T03:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,216.527473,19.010989,1.26,4.02,3.6,3.37,4.35,0
6,2017-07-26T04:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,224.879121,20.879121,1.26,4.09,3.59,3.32,4.44,0
6,2017-07-26T04:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,234.373626,21.450549,1.24,4.29,3.75,3.45,4.35,0
6,2017-07-26T05:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.043956,25.802198,1.25,4.48,3.9,3.58,4.26,0
6,2017-07-26T05:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,237.450549,24.461538,1.32,4.78,4.13,3.77,4.76,0
6,2017-07-26T06:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,221.538462,25.208791,1.36,5.06,4.4,4.01,6.45,0
6,2017-07-26T06:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,241.582418,20.065934,1.32,5.13,4.45,4.04,5.0,0
6,2017-07-26T07:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,228.307692,27.032967,1.3,5.26,4.52,4.09,5.71,0
6,2017-07-26T07:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,231.56044,18.505495,1.32,5.35,4.57,4.15,6.9,0
6,2017-07-26T08:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,240.43956,22.791209,1.39,5.16,4.48,4.12,5.13,0
6,2017-07-26T08:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,252.747253,18.681319,1.6,5.07,4.48,4.16,4.76,0
6,2017-07-26T09:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,252.307692,19.296703,1.7,5.28,4.75,4.44,5.0,0
6,2017-07-26T09:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,252.659341,20.593407,1.65,5.34,4.81,4.48,5.26,0
6,2017-07-26T10:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.241758,15.934066,1.59,5.43,4.76,4.37,5.41,0
6,2017-07-26T10:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.417582,20.571429,1.64,5.19,4.6,4.26,5.71,0
6,2017-07-26T11:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,245.626374,19.956044,1.51,5.18,4.49,4.12,5.41,0
6,2017-07-26T11:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,241.582418,15.802198,1.39,5.11,4.33,3.93,6.67,0
6,2017-07-26T12:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.153846,15.67033,1.37,5.03,4.25,3.85,7.41,0
6,2017-07-26T12:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,230.417582,16.43956,1.46,5.07,4.25,3.85,5.41,0
